match_id,minute,momentum_value,dominant_team,abs_value
15171817,1.0,7,home,7
15171817,2.0,25,home,25
15171817,3.0,43,home,43
15171817,4.0,29,home,29
15171817,5.0,26,home,26
15171817,6.0,12,home,12
15171817,7.0,4,home,4
15171817,8.0,-10,away,10
15171817,9.0,-9,away,9
15171817,10.0,-9,away,9
15171817,11.0,-34,away,34
15171817,12.0,-72,away,72
15171817,13.0,-29,away,29
15171817,14.0,-9,away,9
15171817,15.0,8,home,8
15171817,16.0,4,home,4
15171817,17.0,11,home,11
15171817,18.0,26,home,26
15171817,19.0,15,home,15
15171817,20.0,46,home,46
15171817,21.0,36,home,36
15171817,22.0,11,home,11
15171817,23.0,9,home,9
15171817,24.0,8,home,8
15171817,25.0,3,home,3
15171817,26.0,2,home,2
15171817,27.0,1,home,1
15171817,28.0,25,home,25
15171817,29.0,-15,away,15
15171817,30.0,-40,away,40
15171817,31.0,-20,away,20
15171817,32.0,-15,away,15
15171817,33.0,25,home,25
15171817,34.0,15,home,15
15171817,35.0,27,home,27
15171817,36.0,9,home,9
15171817,37.0,37,home,37
15171817,38.0,35,home,35
15171817,39.0,58,home,58
15171817,40.0,78,home,78
15171817,41.0,53,home,53
15171817,42.0,43,home,43
15171817,43.0,30,home,30
15171817,44.0,27,home,27
15171817,45.0,18,home,18
15171817,45.5,-4,away,4
15171817,46.0,14,home,14
15171817,47.0,35,home,35
15171817,48.0,36,home,36
15171817,49.0,26,home,26
15171817,50.0,32,home,32
15171817,51.0,24,home,24
15171817,52.0,29,home,29
15171817,53.0,6,home,6
15171817,54.0,18,home,18
15171817,55.0,31,home,31
15171817,56.0,28,home,28
15171817,57.0,30,home,30
15171817,58.0,53,home,53
15171817,59.0,34,home,34
15171817,60.0,42,home,42
15171817,61.0,59,home,59
15171817,62.0,57,home,57
15171817,63.0,75,home,75
15171817,64.0,63,home,63
15171817,65.0,41,home,41
15171817,66.0,68,home,68
15171817,67.0,51,home,51
15171817,68.0,32,home,32
15171817,69.0,59,home,59
15171817,70.0,40,home,40
15171817,71.0,38,home,38
15171817,72.0,27,home,27
15171817,73.0,56,home,56
15171817,74.0,48,home,48
15171817,75.0,39,home,39
15171817,76.0,29,home,29
15171817,77.0,54,home,54
15171817,78.0,37,home,37
15171817,79.0,50,home,50
15171817,80.0,42,home,42
15171817,81.0,41,home,41
15171817,82.0,23,home,23
15171817,83.0,15,home,15
15171817,84.0,13,home,13
15171817,85.0,15,home,15
15171817,86.0,13,home,13
15171817,87.0,11,home,11
15171817,88.0,-9,away,9
15171817,89.0,-29,away,29
15171817,90.0,-42,away,42
15171817,90.5,10,home,10
