match_id,minute,momentum_value,dominant_team,abs_value
15171805,1.0,5,home,5
15171805,2.0,9,home,9
15171805,3.0,-7,away,7
15171805,4.0,17,home,17
15171805,5.0,8,home,8
15171805,6.0,-10,away,10
15171805,7.0,-19,away,19
15171805,8.0,-16,away,16
15171805,9.0,-17,away,17
15171805,10.0,-15,away,15
15171805,11.0,-14,away,14
15171805,12.0,35,home,35
15171805,13.0,15,home,15
15171805,14.0,-21,away,21
15171805,15.0,-12,away,12
15171805,16.0,-12,away,12
15171805,17.0,-14,away,14
15171805,18.0,9,home,9
15171805,19.0,28,home,28
15171805,20.0,34,home,34
15171805,21.0,50,home,50
15171805,22.0,55,home,55
15171805,23.0,32,home,32
15171805,24.0,44,home,44
15171805,25.0,20,home,20
15171805,26.0,23,home,23
15171805,27.0,8,home,8
15171805,28.0,-7,away,7
15171805,29.0,7,home,7
15171805,30.0,9,home,9
15171805,31.0,17,home,17
15171805,32.0,-18,away,18
15171805,33.0,-27,away,27
15171805,34.0,-17,away,17
15171805,35.0,-15,away,15
15171805,36.0,-14,away,14
15171805,37.0,-16,away,16
15171805,38.0,-50,away,50
15171805,39.0,-25,away,25
15171805,40.0,-61,away,61
15171805,41.0,-47,away,47
15171805,42.0,-32,away,32
15171805,43.0,-20,away,20
15171805,44.0,-28,away,28
15171805,45.0,-63,away,63
15171805,45.5,7,home,7
15171805,46.0,-7,away,7
15171805,47.0,-8,away,8
15171805,48.0,-1,away,1
15171805,49.0,-4,away,4
15171805,50.0,-6,away,6
15171805,51.0,-4,away,4
15171805,52.0,49,home,49
15171805,53.0,50,home,50
15171805,54.0,1,home,1
15171805,55.0,-15,away,15
15171805,56.0,-7,away,7
15171805,57.0,-6,away,6
15171805,58.0,-4,away,4
15171805,59.0,3,home,3
15171805,60.0,1,home,1
15171805,61.0,5,home,5
15171805,62.0,18,home,18
15171805,63.0,12,home,12
15171805,64.0,1,home,1
15171805,65.0,-13,away,13
15171805,66.0,-13,away,13
15171805,67.0,-18,away,18
15171805,68.0,-46,away,46
15171805,69.0,-36,away,36
15171805,70.0,-26,away,26
15171805,71.0,-20,away,20
15171805,72.0,-17,away,17
15171805,73.0,62,home,62
15171805,74.0,29,home,29
15171805,75.0,15,home,15
15171805,76.0,-47,away,47
15171805,77.0,-46,away,46
15171805,78.0,-36,away,36
15171805,79.0,-24,away,24
15171805,80.0,28,home,28
15171805,81.0,6,home,6
15171805,82.0,-14,away,14
15171805,83.0,14,home,14
15171805,84.0,-22,away,22
15171805,85.0,-18,away,18
15171805,86.0,-13,away,13
15171805,87.0,-12,away,12
15171805,88.0,-30,away,30
15171805,89.0,-22,away,22
15171805,90.0,-55,away,55
15171805,90.5,-29,away,29
